lecturer_row_ref,publication_id
dosen_source.csv:2,c973f576-71b1-466a-8c9a-5e0a3bc38548
dosen_source.csv:2,16857370-438f-4732-8a3d-fe7a3dbbdc29
dosen_source.csv:2,a77943f0-1b58-4b5a-9f72-0423ce520e88
dosen_source.csv:2,14985aff-f067-4de1-8db5-b690806d54c4
dosen_source.csv:2,1c89e761-571e-442b-8b95-d718c7d77cfc
dosen_source.csv:2,a0dfebdc-60f7-4359-a239-8129175acc10
dosen_source.csv:2,0bc46634-0475-40f5-ab1e-fa78cd5f913c
dosen_source.csv:2,f7b08c55-a22f-48b1-8579-079e1344b3b2
dosen_source.csv:2,82f098f6-efe5-4fc7-8093-ee8a818387c8
dosen_source.csv:2,c4f3aee6-3acb-4ed5-b741-5fcae60baabd
dosen_source.csv:2,9d69b6c4-4bcc-4e9c-8fd7-fc164e27e4ff
dosen_source.csv:2,62b6b096-608e-403d-a323-99a90d90d842
dosen_source.csv:2,d36e1b94-86b4-4fa5-8b17-efece169d32b
dosen_source.csv:2,28701e15-4af9-4711-8bde-63e682f3493f
dosen_source.csv:2,72994ff7-a199-41c3-8192-97d17fcbf088
dosen_source.csv:2,6b1b62b7-3e88-4b8e-b94f-20e5b7b61fb3
dosen_source.csv:2,c766ca33-3c36-4139-af62-0f0e78e56647
dosen_source.csv:2,003827f5-3700-4918-ba73-3121feedb2bd
dosen_source.csv:2,f13b62e0-7d6e-4640-8a10-4ece61a33d76
dosen_source.csv:2,668f9688-44bb-4ef6-a5da-0ad3bbfa522f
dosen_source.csv:2,4c61bc9b-23fc-4101-be84-85edb94a5df9
dosen_source.csv:2,1c7eda50-243a-43e7-917a-5a10044d8a20
dosen_source.csv:2,21666958-820b-4e95-89b6-d0e2c569f4c7
dosen_source.csv:2,08e5103b-6273-48a3-b1ad-5116970aabea
dosen_source.csv:2,15122491-6c77-446f-99f8-f99f240018a2
dosen_source.csv:2,745b80e9-a4fb-48e9-9721-64c1de095323
dosen_source.csv:2,d5cc25ac-5533-4452-9aec-85f50ad35615
